source,text,gemma3:12b_question,gemma3:12b_answer,category,content_category,gemma3:12b_answer_concise
https://www.visitpittsburgh.com/blog/top-pittsburgh-public-golf-courses/,"             11. Butler's  Location: 800 Rock Run Road, Elizabeth, PA 15037 Butler’s offers two 18 hole golf courses: Woodside and Lakeside. Woodside, opened in 1928, features many original holes and is a par-72, 6,314-yard course that overlooks the Youghiogheny River. Gently rolling terrain and a classic design make this course a favorite for golfers of all skill levels. Lakeside, a par-72, 6,689-yard course, boasts dramatic vistas, elevation changes, and no parallel fairways.       12. Olde Stonewall  Location: 1495 Mercer Road, Ellwood City, PA 16117 Olde Stonewall Golf Club offers a stunning, nationally acclaimed 7,100-yard golf course for serious golfers looking for a unique experience. Olde Stonewall stays true to its name, with nearly 750,000 tons of stone making up the clubhouse and a 33,000-square-foot gray castle. Striking views, an incredible layout, and an extraordinary atmosphere will leave golfers counting down the days until they can come back. Find more information about the course's layout and rates on the Olde Stonewall website.",What are the names of the two 18-hole golf courses offered by Butler's?,Butler’s offers two 18 hole golf courses: Woodside and Lakeside.,Document-enhanced questions,Sports,Woodside and Lakeside.
https://www.sportspittsburgh.com/attendee-experiences/,"          Beyond the Competition  While spending time in Pittsburgh, it's hard to miss that famous skyline view. A ride on the historic Monongahela and Duquesne Inclines is a great way to experience the cityscape on a budget. Pose for photos at the top of Mount Washington, then enjoy a bite to eat at one of Pittsburgh’s most popular restaurants along with great city views.",What is a recommended activity for experiencing the Pittsburgh cityscape on a budget?,A ride on the historic Monongahela and Duquesne Inclines is a great way to experience the cityscape on a budget.,Document-enhanced questions,Sports,The Monongahela and Duquesne Inclines.
https://www.sportspittsburgh.com/about-sportspittsburgh/,"  Learn More               Contact Us                                                                                                   Stay connected with SportsPITTSBURGH and sign up for the latest sports announcements and deals.  Learn More                         Plan Your Trip with The Visit Pittsburgh Visitor Guide   Learn More         About SportsPITTSBURGHGet Involved with SportsPITTSBURGHContact Us         120 Fifth AvenueFifth Avenue PlaceSuite 2800Pittsburgh, PA 15222 (412) 281-7711Toll Free: (877) 568-3744        ©️2025 Visit Pittsburgh. All Rights Reserved. Privacy Policy             This site uses cookies to enhance your experience.                 Accept    Experience Builder                           Quick Search           Full Search               Location Map               ",What is the phone number for SportsPITTSBURGH?,"The phone number for SportsPITTSBURGH is (412) 281-7711, and their toll-free number is (877) 568-3744.",Document-enhanced questions,Sports,(412) 281-7711 or (877) 568-3744.
https://www.visitpittsburgh.com/blog/pnc-park-food-map/,"                         Related Blogs                                                                Food at the Confluence                                                             Learn More                                                                                              Pittsburgh’s Outdoor Dining Scene                                                             Learn More                                                                                              Insider’s Guide to Pittsburgh Greek Food Festivals                                                             Learn More                                                                                              What to Eat at PNC Park                                                             Learn More                                                                                              Roberto Clemente, Pittsburgh’s Hero!                                                             Learn More                                                                                              Eating Your Way Through Pittsburgh Sports",What topics are explored in the related blogs featured on the webpage?,"The related blogs explore topics such as food at the Confluence, Pittsburgh’s outdoor dining scene, Greek food festivals, food at PNC Park, Roberto Clemente, and eating your way through Pittsburgh sports.",Document-enhanced questions,Sports,"Food at the Confluence, Pittsburgh's outdoor dining, Greek food festivals, food at PNC Park, Roberto Clemente, and Pittsburgh sports."
https://www.visitpittsburgh.com/blog/what-to-eat-at-pnc-park/,"                      PNC PARK FAVORITES          Manny's BBQ Left FieldThis newly remodeled barbecue stand is named after former Pirates catcher Manny Sanguillen, who has been known to hang around and sign autographs for fans. Eagle-eyed snack connoisseurs will note the new addition of the topped Mrs. T's mini pierogis you can get with either BBQ pork or chickenOn the menu: house smoked BBQ pork and chicken, mac n cheese, topped mini pierogis, slaw",What is unique about Manny's BBQ Left Field at PNC Park?,"Manny's BBQ Left Field is a newly remodeled barbecue stand named after former Pirates catcher Manny Sanguillen, and it offers topped Mrs. T's mini pierogis with BBQ pork or chicken.",Document-enhanced questions,Sports,"Manny's BBQ Left Field offers BBQ-topped Mrs. T's pierogies, named after former Pirates catcher Manny Sanguilien."
https://www.visitpittsburgh.com/things-to-do/pittsburgh-sports-teams/terrible-towel/,"  On Sunday, Jan. 23, 2011, the Steelers not only beat the New York Jets in the AFC Championship to advance to their third Super Bowl in six years, the game was played on what would have been Myron's 82nd birthday. Somehow that just seems so right. Those who knew and loved Myron, friends and fans alike, know he’s somewhere smiling and cheering, ""Here We Go Steelers, Here We Go!"" The Terrible Towels will be out in force Christmas weekend 2022. The Immaculate Reception, the greatest play in NFL history, fittingly celebrates its (black and) golden 50th anniversary with festivities reuniting Steelers legends from that era during a rematch against the Raiders at Acisure Stadium on Dec. 24, 2022.      Authentic Experiences                College Sports                                                                                                   Catch a game at one of the many universities in Pittsburgh, including the University of…  Learn More               Sports Venues & Stadiums                                                                                                   Part of Pittsburgh's architecture is exemplified by its sports venues including PPG Paints Arena, Acrisure…  Learn More               Pittsburgh Steelers                                                                                                   Here We Go Steelers, Here We Go!  Learn More               Pittsburgh Sports                                                                                                   In Pittsburgh, we bleed black and gold.  Learn More                  Related Blog Posts                                                                  Ultimate Steelers Gameweek Guide                                 Steelers Nation! In Pittsburgh for the big game? We've got the scoop on how to enjoy the ultimate sports city!",What significant anniversary will be celebrated during festivities reuniting Steelers legends in a rematch against the Raiders in December 2022?,"The Immaculate Reception, considered the greatest play in NFL history, will celebrate its 50th anniversary with festivities reuniting Steelers legends during a rematch against the Raiders on Dec. 24, 2022.",Document-enhanced questions,Sports,The Immaculate Reception's 50th anniversary.
https://www.visitpittsburgh.com/blog/guide-to-acrisure-stadium-for-steelers-fans/,      More Football Fun to Discover in Pittsburgh                                                                  About The Steelers                                 Learn more about catching a Steelers game in Pittsburgh.,What can one learn more about in Pittsburgh?,You can learn more about catching a Steelers game in Pittsburgh.,Document-enhanced questions,Sports,Steelers games
https://www.visitpittsburgh.com/things-to-do/pittsburgh-sports-teams/pittsburgh-penguins/,"                  Pittsburgh Penguins | Penguins Tickets, Store & Schedule | Visit Pittsburgh                                    Skip to content        Newsletter   Discover Your Persona                          59°F",What website section provides information about the Pittsburgh Penguins?,"The website section provides information about the Pittsburgh Penguins, including tickets, a store, and a schedule.",Document-enhanced questions,Sports,"Tickets, store, and schedule."
pgh_sports_wiki_text.csv,"  Folded   Pittsburgh Power arena football Arena Football League CONSOL Energy Center 2011 2014  Folded   Pittsburgh Professionals ice hockey International Professional Hockey League Duquesne Gardens 1904 1907  Folded with the League   Pittsburgh Rebellion women's American football Legends Football League Highmark Stadium 2017 2017  Folded   Pittsburgh Rens basketball American Basketball League Pittsburgh Civic Arena 1961 1963  Folded with the League   Pittsburgh Shamrocks ice hockey International Hockey League Duquesne Gardens 1935-36 1935-36  Folded   Pittsburgh South Side basketball Western Pennsylvania Basketball League/Central Basketball League ?? 1903 1915 1904, 1907, 1913 Folded   Pittsburgh Spirit indoor soccer Major Soccer League Pittsburgh Civic Arena 1978 1986  Folded   Pittsburgh Stars American football National Football League (1902) Recreation Park 1902 1902 1902 Folded with the League   Pittsburgh Stingers indoor soccer Continental Indoor Soccer League Pittsburgh Civic Arena 1994 1995  Folded   Pittsburgh Stogies baseball Union Association Exposition Park II 1884 1884  Folded with the League   Pittsburgh Stogies/Rebels baseball Federal League Exposition Park III 1914 1915  Folded with the League   Pittsburgh Triangles tennis World TeamTennis Pittsburgh Civic Arena 1974 1976 1975 Folded   Pittsburgh Victorias ice hockey Western Pennsylvania Hockey League Duquesne Gardens 1902 1904 1903 Club folded team",In what years did the Pittsburgh Triangles tennis team play at the Pittsburgh Civic Arena?,"The Pittsburgh Triangles tennis team played at the Pittsburgh Civic Arena from 1974 to 1976, including a season in 1975.",Basic factual questions,Sports,1974-1976
https://www.visitpittsburgh.com/things-to-do/pittsburgh-sports-teams/terrible-towel/,"                             Details                                                                                              A Guide to Acrisure Stadium for Steelers Fans                                 In town for a big game? We've got the scoop on how to enjoy a Steelers game in the ultimate…                             Details                                                                                              Game Day Bars in Pittsburgh                                 One of the best sports cities in the nation has some great sports bars to go along with their teams!                             Details                                                                                              Pittsburgh Celebrates Girls and Women in Sports                                 As a city nicknamed “The City of Champions” we recognize all athletes that make up our city, including female sports…                             Details                                                       Plan Your Trip with the new Pittsburgh Insider's Guide   Start Planning         Contact UsPrivacyBlogAbout Us         120 Fifth AvenueFifth Avenue PlaceSuite 2800Pittsburgh, PA 15222 (412) 281-7711Toll Free: (877) 568-3744        ©️2025 Visit Pittsburgh. All Rights Reserved. Privacy Policy             This site uses cookies to enhance your experience.                 Accept    Experience Builder                           Quick Search           Full Search               Location Map               ",What is the mailing address for Visit Pittsburgh?,"The mailing address for Visit Pittsburgh is 120 Fifth Avenue, Fifth Avenue Place, Suite 2800, Pittsburgh, PA 15222.",Basic factual questions,Sports,"120 Fifth Avenue, Suite 2800, Pittsburgh, PA 15222"
https://www.visitpittsburgh.com/things-to-do/pittsburgh-sports-teams/pittsburgh-riverhounds/,"                  Pittsburgh Riverhounds | Cheer on the Hounds | Visit Pittsburgh                                    Skip to content        Newsletter   Discover Your Persona                          59°F                                        0 Saved           Navigation                         Things to DoFree Things to DoFamily FunTours & SightseeingOutdoor AdventureArts & CultureShoppingHealth & WellnessPittsburgh Sports TeamsCasinos & GamingFilm FestivalsEvents & FestivalsSubmit Your EventThis Week in PittsburghAnnual EventsHoliday EventsHalloween EventsFilm FestivalsFood FestivalsMarathons, Runs & WalksHotels & ResortsRestaurants & CulinaryBars & NightlifePittsburgh Craft BreweriesWineries & DistilleriesFarms & Farmers MarketsPlan Your TripPittsburgh Insiders GuideDiscounts and PassesBeyond PittsburghTransportationExplore Black Culture & HeritageLGBTQIA+ Travel in PittsburghPet-friendly TravelCollege VisitsSenior TravelMedical TravelAccessibility GuideWeatherWelcome CentersNewsletterNeighborhoodsMeetings and EventsMeet in PittsburghHotelsEvent ServicesMarketing ToolkitGroup TourSubmit RFPContact UsShow Your BadgeSportsPITTSBURGHAbout SportsPITTSBURGHSports Event PlannerSports FacilitiesCalendar of EventsSports Event AttendeePower of Sports Economy",What categories of travel are specifically highlighted for planning a trip to Pittsburgh?,"Pittsburgh Insiders Guide, Discounts and Passes, Beyond Pittsburgh, Transportation, Explore Black Culture & Heritage, LGBTQIA+ Travel in Pittsburgh, Pet-friendly Travel, College Visits, Senior Travel, Medical Travel, and Accessibility Guide are specifically highlighted for planning a trip to Pittsburgh.",Basic factual questions,Sports,"Pittsburgh Insiders Guide, Discounts & Passes, Beyond Pittsburgh, Transportation, Black Culture & Heritage, LGBTQIA+ Travel, Pet-friendly Travel, College Visits, Senior Travel, Medical Travel, and Accessibility Guide."
https://www.visitpittsburgh.com/things-to-do/pittsburgh-sports-teams/pittsburgh-steelers/,"                                        0 Saved           Navigation                         Things to DoFree Things to DoFamily FunTours & SightseeingOutdoor AdventureArts & CultureShoppingHealth & WellnessPittsburgh Sports TeamsCasinos & GamingFilm FestivalsEvents & FestivalsSubmit Your EventThis Week in PittsburghAnnual EventsHoliday EventsHalloween EventsFilm FestivalsFood FestivalsMarathons, Runs & WalksHotels & ResortsRestaurants & CulinaryBars & NightlifePittsburgh Craft BreweriesWineries & DistilleriesFarms & Farmers MarketsPlan Your TripPittsburgh Insiders GuideDiscounts and PassesBeyond PittsburghTransportationExplore Black Culture & HeritageLGBTQIA+ Travel in PittsburghPet-friendly TravelCollege VisitsSenior TravelMedical TravelAccessibility GuideWeatherWelcome CentersNewsletterNeighborhoodsMeetings and EventsMeet in PittsburghHotelsEvent ServicesMarketing ToolkitGroup TourSubmit RFPContact UsShow Your BadgeSportsPITTSBURGHAbout SportsPITTSBURGHSports Event PlannerSports FacilitiesCalendar of EventsSports Event AttendeePower of Sports Economy   Weddings & ReunionsMediaPartners  Discover Your Persona                                                                                   Home     Things to Do     Pittsburgh Sports Teams   Pittsburgh Steelers",What categories of activities can visitors explore under the 'Things to Do' section on the SportsPITTSBURGH website?,"Visitors can explore a wide range of activities including family fun, tours & sightseeing, outdoor adventure, arts & culture, shopping, health & wellness, Pittsburgh sports teams, casinos & gaming, film festivals, events & festivals, restaurants, bars, breweries, wineries, farms, and farmers markets under the 'Things to Do' section.",Basic factual questions,Sports,"Family fun, tours, outdoor adventure, arts & culture, shopping, health & wellness, sports, casinos, film festivals, events, restaurants, bars, farms, and markets."
https://www.pittsburghpa.gov/Recreation-Events/Park-Permits/Sports-Field-Permit,"            Sports Field Permit - Pittsburgh, PA                                                                     opens in new tab or window        Skip to main content     Quick Links   311ContactFacebookTwitterYoutube    English Select this as your preferred languageChinese (Simplified) - 中文 Select this as your preferred languageSpanish - español Select this as your preferred languageArabic - العربية Select this as your preferred languageFrench - français Select this as your preferred languageNepali -  नेपाली Select this as your preferred languagePortuguese - português Select this as your preferred languagePashto - پښتو Select this as your preferred languageRussian - Русский язык Select this as your preferred languageUzbek - أۇزبېك ﺗﻴﻠی Select this as your preferred languageSwahili Select this as your preferred languageHebrew - עִברִית Select this as your preferred languageHindi - बहाना करना Select this as your preferred languageUkrainian - українська Select this as your preferred languageKorean - 한국인 Select this as your preferred language",What languages are available for users to select as their preferred language on the Pittsburgh Sports Field Permit page?,"Users can select from English, Chinese (Simplified), Spanish, Arabic, French, Nepali, Portuguese, Pashto, Russian, Uzbek, Swahili, Hebrew, Hindi, Ukrainian, Korean, and others as their preferred language on the Pittsburgh Sports Field Permit page.",Basic factual questions,Sports,"English, Chinese (Simplified), Spanish, Arabic, French, Nepali, Portuguese, Pashto, Russian, Uzbek, Swahili, Hebrew, Hindi, Ukrainian, and Korean."
https://www.visitpittsburgh.com/blog/what-to-eat-at-pnc-park/,"                         Chicken on the Hill & Cannonball Burger Right FieldTwo local Pittsburgh restaurants (Coop De Ville and Station) helped inspire the menus at these spots, and both are located right near seats and tables along the outfield wall to sit and enjoy your meal.On the menu: Nashville hot chicken sandwich, double ranch burgers, big mozz cheese sticks, plant burgers                         Pop's Plaza Section 132Be sure to take advantage of all the new improvements in this section of the ballpark. The tech here allows you to get everything delicious here in one place, with kiosks to order from one central location and get your crab fries, ballpark burgers and more.On the menu: Chickie's & Pete's Crabfries (get extra cheese, dipping these things gets addictive), burgers",What are some of the food options available at Pop's Plaza Section 132?,"Pop's Plaza Section 132 offers crab fries, ballpark burgers, and other items available through kiosks for ordering from a central location.",Basic factual questions,Sports,"Crab fries, ballpark burgers, and other kiosk items."
pgh_sports_wiki_text.csv,"      Connie Hawkins, ABA MVP, 1967-68 Stanisław Terlecki, MISL MVP, 1981-82   Russell Hairston, AFL MVP, 1987 José Angulo, USL Pro MVP, 2013   Albert Dikwa, USL Championship MVP, 2023 Marcelina Chavez, WFA National Conference MVP, 2024    Other awards[edit]   Player  Team  League  Award  Year   Baz Bastien  Hornets  AHL  Harry ""Hap"" Holmes Memorial Award  1947-48   Sid Smith  Hornets  AHL  Carl Liscombe Trophy  1948-49   Baz Bastien  Hornets  AHL  Harry ""Hap"" Holmes Memorial Award  1948-49   Gilles Mayer  Hornets  AHL  Harry ""Hap"" Holmes Memorial Award  1950-51   Gilles Mayer  Hornets  AHL  Harry ""Hap"" Holmes Memorial Award  1952-53   Gilles Mayer  Hornets  AHL  Harry ""Hap"" Holmes Memorial Award  1953-54   Gilles Mayer  Hornets  AHL  Harry ""Hap"" Holmes Memorial Award  1954-55   Gilles Mayer  Hornets  AHL  Harry ""Hap"" Holmes Memorial Award  1955-56   Roger Crozier  Hornets  AHL  Dudley ""Red"" Garrett Memorial Award  1963-64   Roger Crozier  Hornets  AHL  Happy ""Hap"" Holmes Memorial Award  1963-64   Bob McCord  Hornets",Which player received the Harry 'Hap' Holmes Memorial Award multiple times while playing for the Hornets in the AHL?,Gilles Mayer received the Harry 'Hap' Holmes Memorial Award six times while playing for the Hornets in the AHL between the years 1950-51 and 1955-56.,Basic factual questions,Sports,Gilles Mayer
steelers_wiki_text.csv,"  ^ Sherrington, Kevin (February 1, 2011). ""Dallas meeting in '66 saved Steelers from stinking"". Dallas Morning News. Archived from the original on February 4, 2011. Retrieved February 6, 2011.  ^ ""Steelers Hire Noll, Colts' Defensive Aide, as Head Coach With 3-Year Pact; EX-BROWN PLAYER SUCCEEDS AUSTIN Noll, at 37 Youngest Head Coach in Pros, Was Aide With Chargers 6 Years"". The New York Times. January 28, 1969. Retrieved July 30, 2024.  ^ Pittsburgh Steelers Draft History, Stats and more on databaseFootball.com[usurped]  ^ Labriola, Bob (April 24, 2024). ""Steelers' 1974 draft class still the gold standard"". Steelers.com. Retrieved July 30, 2024.  ^ Varley, Teresa (January 29, 2021). ""This draft class was epic"". Steelers.com. Retrieved August 19, 2024.  ^ ""Super Bowl History"". Pro Football Reference. Retrieved July 30, 2024.  ^ ""1980 NFL Standings & Team Stats"". Pro Football Reference. Retrieved July 30, 2024.  ^ ""1981 NFL Standings & Team Stats"". Pro Football Reference. Retrieved July 30, 2024.  ^ Davis, Bryan Anthony (January 25, 2018). ""Throwback Thursday: When the clock struck twelve on No. 12"". Behind the Steel Curtain. Retrieved July 30, 2024.","According to a Dallas Morning News article, what event in 1966 reportedly saved the Steelers from a negative outcome?","A Dallas meeting in 1966 reportedly saved the Steelers from a negative outcome, as documented in a Dallas Morning News article.",Basic factual questions,Sports,A Dallas meeting.
https://www.visitpittsburgh.com/things-to-do/pittsburgh-sports-teams/terrible-towel/,"  For Super Bowl XL, played on Feb. 5, 2006 in Detroit, a special edition Terrible Towel was created for fans around Steelers Nation to help the team to victory. It worked! The Steelers beat the Seattle Seahawks, 21-10. Sadly, Myron passed away on Feb. 27, 2008 but his legend lives on. For Super Bowl XLIII, Feb. 1, 2009 in Tampa, another towel was produced to mark the occasion. The outcome? Steelers over Arizona, 27-23, to give them an unprecedented six Super Bowl Championships.",What was the final score when the Steelers won their unprecedented sixth Super Bowl Championship?,The Steelers defeated the Arizona Cardinals 27-23 in Super Bowl XLIII to secure their unprecedented sixth Super Bowl Championship.,Basic factual questions,Sports,"Steelers: 27, Cardinals: 23"
https://www.visitpittsburgh.com/directory/pittsburgh-paintball-park/,                Pittsburgh Paintball Park | Visit Pittsburgh                                    Skip to content        Newsletter   Discover Your Persona                          59°F                                      ,What is the name of the location featured in the provided text?,"The provided text references Pittsburgh Paintball Park, a location featured on Visit Pittsburgh.",Basic factual questions,Sports,Pittsburgh Paintball Park
https://www.visitpittsburgh.com/things-to-do/pittsburgh-sports-teams/other-sports-teams/,"   Weddings & ReunionsMediaPartners  Discover Your Persona                                                                                   Home     Things to Do     Pittsburgh Sports Teams   Other Sports Teams          Other Sports Teams ​Pittsburgh couldn't call itself a city of champions without these winning teams.         Pittsburgh Riverhounds Since 1999, the Riverhounds have been Pittsburgh’s pro soccer team. Nicknamed the Hounds, they play their games at Highmark Stadium next to Station Square. Riverhounds games boast on the best views in American pro soccer, a great family-friendly environment and their loud supporter section, The Steel Army. They play in the USL Championship, where they have made the playoffs four years running. Pittsburgh Passion The Pittsburgh Passion Women's Football is the most recognized women's full-contact football franchise in the world. Winner of a National Championship and four Divisional Championships. The team debuted in March 2002 and now shares Highmark Stadium with the Riverhounds. Pittsburgh Knights A global esports franchise, with teams and players in popular games like Rocket League, Rainbow Six, PUBG Mobile, Mortal Kombat and Madden.","What is a notable feature of Riverhounds games, according to the text?","Riverhounds games boast some of the best views in American pro soccer, a great family-friendly environment, and a loud supporter section called The Steel Army.",Basic factual questions,Sports,A loud supporter section called The Steel Army.
pgh_sports_wiki_text.csv,"  Basketball[edit] The Petersen Events Center, basketball home of the Pittsburgh Panthers The Duquesne University Dukes and the University of Pittsburgh Panthers have played college basketball in the city since 1914 and 1905 respectively. Pitt and Duquesne have played the annual City Game since 1932. Duquesne was the city's first team to appear in a Final Four (1940), obtain a number one AP Poll ranking (1954),[58] and to win a post-season national title, the 1955 National Invitation Tournament on its second straight trip to the NIT title game. Duquesne is the only college program to produce back-to-back NBA No. 1 overall draft picks with 1955's Dick Ricketts and 1956's Sihugo Green.[59] Duquesne's Chuck Cooper was the first African American drafted by an NBA team.[60] The Panthers won two pre-tournament era Helms Athletic Foundation National Championships in 1928 and 1930, competed in a ""national title game"" against LSU in 1935, and made a Final Four appearance in 1941. Pitt has won 13 conference titles, qualified for the NCAA tournament 26 times including a post season tournament every season between 1999-2000 and 2015-2016 during which time it regularly sold out the Petersen Events Center. The program has produced 27 NBA draft picks and 15 All Americans while ranking No. 1 in the nation as recently as 2009. The Petersen Events Center is home to the ""Oakland Zoo"", a student section which is nationally recognized[61] for its passionate members and perseverance through consecutive unsuccessful seasons from 2016 to 2022.[62] The suburban Robert Morris University's Colonials have competed in NCAA Division I basketball since the 1970s, qualifying for the NCAA tournament in each of the last four decades (8). In the 2013 National Invitation Tournament the Colonials notched an upset win over the defending national champions Kentucky Wildcats. Pitt women's basketball has also made recent appearances in the NCAA tournament.[63] A rivalry game between Pitt and Duquesne, termed the City Game, is played annually between the two schools' men's and women's basketball teams, as well as their baseball teams.  Other collegiate sports[edit] Along with college football and men's and women's basketball, the area universities compete in many additional sports.  The University of Pittsburgh also fields NCAA Division I teams in baseball (its oldest sport. first played in 1869[64]), cross country, gymnastics, track and field, soccer, softball, swimming and diving, tennis, volleyball, and wrestling.[65] The Duquesne Dukes, in addition to many of the sports above, also participates in Division I lacrosse, golf, and rowing.[66] Robert Morris University fields Division I teams in men's and women's hockey, among other sports.[67]",What is the 'Oakland Zoo' and what is notable about its history?,"The 'Oakland Zoo' is a nationally recognized student section at the Petersen Events Center, known for its passionate members who persevered through consecutive unsuccessful seasons from 2016 to 2022.",Basic factual questions,Sports,The Oakland Zoo is a passionate student section known for enduring several losing seasons (2016-2022).
https://www.visitpittsburgh.com/nfl-draft-pittsburgh/,"  0 Saved           Navigation                         Things to DoFree Things to DoFamily FunTours & SightseeingOutdoor AdventureArts & CultureShoppingHealth & WellnessPittsburgh Sports TeamsCasinos & GamingFilm FestivalsEvents & FestivalsSubmit Your EventThis Week in PittsburghAnnual EventsHoliday EventsHalloween EventsFilm FestivalsFood FestivalsMarathons, Runs & WalksHotels & ResortsRestaurants & CulinaryBars & NightlifePittsburgh Craft BreweriesWineries & DistilleriesFarms & Farmers MarketsPlan Your TripPittsburgh Insiders GuideDiscounts and PassesBeyond PittsburghTransportationExplore Black Culture & HeritageLGBTQIA+ Travel in PittsburghPet-friendly TravelCollege VisitsSenior TravelMedical TravelAccessibility GuideWeatherWelcome CentersNewsletterNeighborhoodsMeetings and EventsMeet in PittsburghHotelsEvent ServicesMarketing ToolkitGroup TourSubmit RFPContact UsShow Your BadgeSportsPITTSBURGHAbout SportsPITTSBURGHSports Event PlannerSports FacilitiesCalendar of EventsSports Event AttendeePower of Sports Economy   Weddings & ReunionsMediaPartners  Discover Your Persona                                                                                   Home   2026 NFL Draft          2026 NFL Draft  April 23-25, 2026           Countdown to 2026 NFL Draft Pittsburgh       Welcome to Pittsburgh!  A city where mighty bridges stand for strength, progress and innovation. Where three rivers meet in a golden triangle forging a proud legacy of tenacity, grit and determination. Steel City. The City of Champions. Birthplace of Legends. Powered by heart and soul, Pittsburgh is a place where football is not just a sport, it's a way of life. It's the perfect place to host the NFL Draft.See you in the city where champions are born, see you in Pittsburgh!",What are the dates for the 2026 NFL Draft in Pittsburgh?,"The 2026 NFL Draft will be held in Pittsburgh from April 23-25, 2026.",Time-sensitive questions,Sports,"April 23-25, 2026"
https://www.visitpittsburgh.com/things-to-do/spectator-sports/,"            Pittsburgh Pirates You can always count on the Pittsburgh Pirates for an exciting summer of baseball! Raise the Jolly Roger at PNC Park, hailed as one of the best ballparks in the country. Let's Go Bucs! Where to See Them: PNC ParkCapacity: 38,362Opened: 2001Also Home To: All Star Craft Beer, Wine and Cocktail FestivalKnown For: Skyline views, fireworks nights, the Pittsburgh Pierogi Race, fantastic local food and brewsFun Facts: 70 home run balls have exited the stadium and splashed into the Allegheny River, but only five have landed in the river without bouncing.Did You Know? PNC Park offers stadium tours all season long that take you onto the field for an up-close look at this magnificent stadium.            Pittsburgh Penguins The ice might be cold, but the Pittsburgh Penguins are HOT! When the five-time Stanley Cup champions take the ice at PPG Paints Arena it's ""A Great Day for Hockey."" Tickets sell out fast, so don't be left out of the action! Let's Go Pens! Where to See Them: PPG Paints ArenaCapacity: 18,387Opened: 2010Also Home To: NCAA ice hockey and basketball tournamentsKnown For: The antics of Iceburgh (the Penguins' mascot), RC Cola, fantastic concerts, WWE live events, Monster Jam and other family eventsFun Fact: The Penguins had a record-setting sellout streak that lasted 14 years and 633 consecutive games from 2007-2021, resulting in three Stanley Cups.Did You Know? PPG Paints Arena offers free skates on select dates throughout the year. Look for announcements on social media.",What unique event has occurred at PNC Park involving baseballs and the Allegheny River?,"According to the text, 70 home run balls have exited PNC Park and splashed into the Allegheny River, but only five have landed in the river without bouncing.",Time-sensitive questions,Sports,"Seventy home runs have landed in the Allegheny River, five without bouncing."
https://www.visitpittsburgh.com/blog/insiders-guide-pittsburgh-riverhounds/,"                  Insider's Guide: Pittsburgh Riverhounds | Visit Pittsburgh                                    Skip to content        Newsletter   Discover Your Persona                          59°F                                        0 Saved           Navigation                         Things to DoFree Things to DoFamily FunTours & SightseeingOutdoor AdventureArts & CultureShoppingHealth & WellnessPittsburgh Sports TeamsCasinos & GamingFilm FestivalsEvents & FestivalsSubmit Your EventThis Week in PittsburghAnnual EventsHoliday EventsHalloween EventsFilm FestivalsFood FestivalsMarathons, Runs & WalksHotels & ResortsRestaurants & CulinaryBars & NightlifePittsburgh Craft BreweriesWineries & DistilleriesFarms & Farmers MarketsPlan Your TripPittsburgh Insiders GuideDiscounts and PassesBeyond PittsburghTransportationExplore Black Culture & HeritageLGBTQIA+ Travel in PittsburghPet-friendly TravelCollege VisitsSenior TravelMedical TravelAccessibility GuideWeatherWelcome CentersNewsletterNeighborhoodsMeetings and EventsMeet in PittsburghHotelsEvent ServicesMarketing ToolkitGroup TourSubmit RFPContact UsShow Your BadgeSportsPITTSBURGHAbout SportsPITTSBURGHSports Event PlannerSports FacilitiesCalendar of EventsSports Event AttendeePower of Sports Economy   Weddings & ReunionsMediaPartners  Discover Your Persona                                                                  Home           Cheer on the Pittsburgh Riverhounds Add a trip to Highmark Stadium to your 2025 Pittsburgh Itinerary We all know the Steelers', Pirates' and Penguins' pedigrees in Pittsburgh. But what if I told you one of the best nights out in the city happens in a stadium on the south side of the city, complete with scenic views, exciting games and a friendly, high-energy atmosphere? Enter the Pittsburgh Riverhounds, the city's professional soccer team. Before you exit the blog and try to tell me soccer is boring, hear me out. The Hounds (as they're affectionately known) play playoff caliber soccer on the pitch, but the entire game experience from tailgating to after-the-game activities are geared to keep adults and kids happy.                Follow along with my Insider's Guide to the Hounds for my tips on what's new for the 2025 season, the best places to sit, the food to grab and some info you'll only be able to find in this blog. I've been following the Riverhounds for years, and can confidently say that your ticket to the game is one of the best values in sports anywhere in the country.",What makes attending a Pittsburgh Riverhounds game a unique experience?,"Attending a Pittsburgh Riverhounds game offers a unique experience with scenic views, exciting games, a friendly atmosphere, and activities geared towards both adults and kids, along with tailgating and after-game events.",Time-sensitive questions,Sports,"Scenic views, exciting games, a friendly atmosphere, and activities for all ages."
https://www.visitpittsburgh.com/blog/steelers-nation-lets-bring-it-in/,                             Find a Seat                                                                                              Hall of Famers                                 A look at the City of Champions' recent honors with Hall of Fame enshrinements and retired numbers.                             A Tradition of Excellence                                         Steelers Trivia,What topics are covered within the 'A Tradition of Excellence' section?,"The 'A Tradition of Excellence' section includes Hall of Fame enshrinements, retired numbers, and Steelers Trivia.",Time-sensitive questions,Sports,"Hall of Fame enshrinements, retired numbers, and Steelers Trivia."
